	Kingdom	Phylum	Class	Order	Family	Genus	Species	Blast	Annotated
ASV274	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineococcus		"Kineococcus sp. strain T90 16S ribosomal RNA gene, partial sequence"	Kineococcus
ASV275	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus		"Staphylococcus epidermidis strain FC1390 16S ribosomal RNA gene, partial sequence"	Staphylococcus
ASV276	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	floricola	"Lactobacillus floricola JCM 16512 gene for 16S rRNA, partial sequence"	Lactobacillus
ASV277	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV278	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Modestobacter		"Uncultured bacterium clone 1716 16S ribosomal RNA gene, partial sequence"	Modestobacter
ASV279	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Juniperus saltuaria voucher JSALT20191228 chloroplast, complete genome"	Order_Chloroplast
ASV280	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter		"Acinetobacter sp. NEB 394 chromosome, complete genome"	Acinetobacter
ASV281	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Family_Sphingomonadaceae		"Uncultured bacterium clone denovo28453 16S ribosomal RNA gene, partial sequence"	Family_Sphingomonadaceae
ASV282	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Family_Myxococcaceae		"Uncultured bacterium clone 993373_AL209_4703336 16S ribosomal RNA gene, partial sequence"	Family_Myxococcaceae
ASV283	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter		"Uncultured bacterium clone ncd2421d02c1 16S ribosomal RNA gene, partial sequence"	Hymenobacter
ASV284	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		"Apilactobacillus micheneri 11D gene for 16S ribosomal RNA, partial sequence"	Lactobacillus kunkeei
ASV285	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum		"Methylobacterium sp. strain YMA_23 16S ribosomal RNA gene, partial sequence"	Methylobacterium-Methylorubrum
ASV286	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Bombella	apis	"Uncultured bacterium clone 16S_rRNA_OTU_4480690 16S ribosomal RNA gene, partial sequence"	Bombella
ASV287	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides		"Uncultured bacterium clone A631 16S ribosomal RNA gene, partial sequence"	Nocardioides
ASV288	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium		"Rhizobiaceae bacterium CRRU44 16S ribosomal RNA gene, partial sequence"	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV289	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia		"Uncultured bacterium clone A2114 16S ribosomal RNA gene, partial sequence"	Pseudonocardia
ASV290	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV291	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	efficiens	"Corynebacterium sp. strain 96A2 16S ribosomal RNA gene, partial sequence"	Corynebacterium
ASV292	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	odontolyticus	"Schaalia odontolytica strain 3183 16S ribosomal RNA gene, partial sequence"	Actinomyces
ASV293	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Radula japonica voucher 16-8723 chloroplast, complete genome"	Order_Chloroplast
ASV294	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus		"Planomicrobium flavidum strain YZYR15 16S ribosomal RNA gene, partial sequence"	Planococcus
ASV295	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV296	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus		"Uncultured bacterium 12AF04012 gene for 16S rRNA, partial sequence"	Staphylococcus
ASV297	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter		"Uncultured bacterium clone B285 16S ribosomal RNA gene, partial sequence"	Acidibacter
ASV298	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Family_Caulobacteraceae		"Uncultured bacterium clone ASBud30 16S ribosomal RNA gene, partial sequence"	Family_Caulobacteraceae
ASV299	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Order_Frankiales	Order_Frankiales		"Uncultured bacterium clone 7-b10 16S ribosomal RNA gene, partial sequence"	Order_Frankiales
ASV300	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter		"Uncultured bacterium clone WNS31 16S ribosomal RNA gene, partial sequence"	Hymenobacter
ASV301	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella		"Uncultured bacterium clone Bas-7-74 16S ribosomal RNA gene, partial sequence"	Blastocatella
ASV302	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured bacterium clone CP_Otu762 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV303	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Family_Sphingomonadaceae		"Uncultured bacterium clone denovo3359 16S ribosomal RNA gene, partial sequence"	Family_Sphingomonadaceae
ASV304	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Pseudokineococcus	lusitanus	"Uncultured bacterium clone A515 16S ribosomal RNA gene, partial sequence"	Pseudokineococcus
ASV305	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		"Apilactobacillus micheneri 11D gene for 16S ribosomal RNA, partial sequence"	Lactobacillus kunkeei
ASV306	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured bacterium clone dongzy2tff8961 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV307	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Phytophthora captiosa culture ICMP:17567 mitochondrion, complete genome"	Family_Mitochondria
ASV308	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Astragalus gummifer chloroplast, complete genome"	Order_Chloroplast
ASV309	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Frigoribacterium		"Uncultured bacterium clone A347 16S ribosomal RNA gene, partial sequence"	Frigoribacterium
ASV310	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Phytophthora sansomeana mitochondrion, complete genome"	Family_Mitochondria
ASV311	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Family_Erwiniaceae		"Erwinia sp. strain HP15 16S ribosomal RNA gene, partial sequence"	Family_Erwiniaceae
ASV312	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium		"Microbacterium sp. strain BGP17 16S ribosomal RNA gene, partial sequence"	Microbacterium
ASV313	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Family_Isosphaeraceae		"Uncultured bacterium clone denovo18150 16S ribosomal RNA gene, partial sequence"	Family_Isosphaeraceae
ASV314	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum		"Uncultured bacterium clone HL512 16S ribosomal RNA gene, partial sequence"	Edaphobaculum
ASV315	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio		"Uncultured bacterium clone OTU_1490 16S ribosomal RNA gene, partial sequence"	Bdellovibrio
ASV316	Bacteria	Actinobacteriota	Acidimicrobiia	Class_Acidimicrobiia	Class_Acidimicrobiia	Class_Acidimicrobiia		"Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: 12_18"	Class_Acidimicrobiia
ASV317	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio		"Uncultured bacterium clone 21395 16S ribosomal RNA gene, partial sequence"	Bdellovibrio
ASV318	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Family_Caulobacteraceae		"Uncultured bacterium clone KTTB2385 16S ribosomal RNA gene, partial sequence"	Family_Caulobacteraceae
ASV319	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	Family_SM2D12		"Uncultured bacterium clone CP_Otu1681 16S ribosomal RNA gene, partial sequence"	Family_SM2D12
ASV320	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides		"Nocardioides sp. strain SYSU_D00065 16S ribosomal RNA gene, partial sequence"	Nocardioides
ASV321	Bacteria	Firmicutes	Bacilli	Bacillales	Order_Bacillales	Order_Bacillales		"Uncultured bacterium clone dongzy2tff4306 16S ribosomal RNA gene, partial sequence"	Order_Bacillales
ASV322	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured bacterium clone Otu02352 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV323	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella		"Pantoea endophytica strain WS1-5 16S ribosomal RNA gene, partial sequence"	Klebsiella
ASV324	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineosporia		"Uncultured bacterium clone TSCW_OTU_032 16S ribosomal RNA gene, partial sequence"	Kineosporia
ASV325	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	geothermalis	"Deinococcus sp. TM138 gene for 16S ribosomal RNA, partial sequence"	Deinococcus
ASV326	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		"Uncultured alpha proteobacterium clone cher6_2B_115 small subunit ribosomal RNA gene, partial sequence"	Sphingomonas
ASV327	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Chelidonium majus chloroplast, complete genome"	Order_Chloroplast
ASV328	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV329	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineococcus		"Kineococcus sp. strain R8 16S ribosomal RNA gene, partial sequence"	Kineococcus
ASV330	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Stephania kwangsiensis chloroplast, complete genome"	Order_Chloroplast
ASV331	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Family_Micrococcaceae		"Kocuria sp. strain HY2 16S ribosomal RNA gene, partial sequence"	Family_Micrococcaceae
ASV332	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Rotheca serrata mitochondrion, complete genome"	Family_Mitochondria
ASV333	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus		"Uncultured bacterium clone abscm03.0.531 16S ribosomal RNA gene, partial sequence"	Microlunatus
ASV334	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured bacterium clone CP_Otu3029 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV335	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured bacterium clone 1.6G_11287 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV336	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter		"Uncultured bacterium clone OTU239_Y_2_A_824423 16S ribosomal RNA gene, partial sequence"	Solirubrobacter
ASV337	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Quadrisphaera		"Uncultured bacterium clone DCA-B01-52 16S ribosomal RNA gene, partial sequence"	Quadrisphaera
ASV338	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium		"Mesorhizobium sp. strain 2F22 16S ribosomal RNA gene, partial sequence"	Mesorhizobium
ASV339	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Lawsonella	clevelandensis	"Uncultured bacterium clone OTU_14 16S ribosomal RNA gene, partial sequence"	Lawsonella
ASV340	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Bryocella		"Uncultured bacterium clone denovo28622 16S ribosomal RNA gene, partial sequence"	Bryocella
ASV341	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermacoccaceae	Kytococcus		"Kytococcus sp. strain 118D-2 16S ribosomal RNA gene, partial sequence"	Kytococcus
ASV342	Bacteria	Desulfobacterota	Desulfuromonadia	Geoalkalibacteraceae	Geoalkalibacter	Family_Geoalkalibacter		"Uncultured bacterium clone HJ2A321 16S ribosomal RNA gene, partial sequence"	Family_Geoalkalibacter
ASV343	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter		"Uncultured bacterium clone denovo6461 16S ribosomal RNA gene, partial sequence"	Hymenobacter
ASV344	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus		"Uncultured bacterium clone PL_2_B06 16S ribosomal RNA gene, partial sequence"	Microlunatus
ASV345	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Family_JG30-KF-CM45		"Uncultured bacterium clone denovo26120 16S ribosomal RNA gene, partial sequence"	Family_JG30-KF-CM45
ASV346	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium		"Uncultured bacterium clone denovo2017 16S ribosomal RNA gene, partial sequence"	Rubellimicrobium
ASV347	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Family_JG30-KF-CM45		"Uncultured bacterium clone denovo11679 16S ribosomal RNA gene, partial sequence"	Family_JG30-KF-CM45
ASV348	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter		"Hymenobacter sp. strain 3F2 16S ribosomal RNA gene, partial sequence"	Hymenobacter
ASV349	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter		"Solirubrobacter phytolaccae strain GTGR-8(T) 16S ribosomal RNA gene, partial sequence"	Solirubrobacter
ASV350	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum		"Uncultured bacterium clone HL15-27 16S ribosomal RNA gene, partial sequence"	Methylobacterium-Methylorubrum
ASV351	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Terriglobus		"Uncultured bacterium clone denovo12335 16S ribosomal RNA gene, partial sequence"	Terriglobus
ASV352	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium		"Uncultured bacterium partial 16S rRNA gene, isolate BF0002B067"	Acidiphilium
ASV353	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus		"Lysinibacillus massiliensis strain EB184 16S ribosomal RNA gene, partial sequence"	Lysinibacillus
ASV354	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV355	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV356	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Chelidonium majus chloroplast, complete genome"	Order_Chloroplast
ASV357	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Peronospora effusa isolate R14 mitochondrion, complete genome"	Family_Mitochondria
ASV358	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas		"Xanthomonas phaseoli pv. phaseoli strain BR2-1 16S ribosomal RNA gene, partial sequence"	Xanthomonas
ASV359	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV360	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella		"Uncultured bacterium clone A1847 16S ribosomal RNA gene, partial sequence"	Nakamurella
ASV361	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola		"Uncultured bacterium clone A2041 16S ribosomal RNA gene, partial sequence"	Psychroglaciecola
ASV362	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermabacteraceae	Dermabacter		"Dermabacter vaginalis strain FDAARGOS_640 chromosome, complete genome"	Dermabacter
ASV363	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		"Uncultured bacterium clone Danakil_Assale_lake_PASS_B1_37 16S ribosomal RNA gene, partial sequence"	Bacillus
ASV364	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Commensalibacter		"Uncultured bacterium clone 16S_rRNA_OTU_104162 16S ribosomal RNA gene, partial sequence"	Commensalibacter
ASV365	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Family_Intrasporangiaceae		"Janibacter limosus strain cqsV27 16S ribosomal RNA gene, partial sequence"	Family_Intrasporangiaceae
ASV366	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV367	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Family_Planococcaceae		"Uncultured bacterium clone ncd937f12c1 16S ribosomal RNA gene, partial sequence"	Family_Planococcaceae
ASV368	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	hispaniensis	"Uncultured Pseudonocardia sp. clone OTU306 16S ribosomal RNA gene, partial sequence"	Pseudonocardia
ASV369	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium		"Uncultured bacterium clone DCA-B01-85 16S ribosomal RNA gene, partial sequence"	Acidiphilium
ASV370	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV371	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus		"Paenibacillus macquariensis partial 16S rRNA gene, isolate YPD_B3_IIIA"	Paenibacillus
ASV372	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Garicola		"Nesterenkonia alba strain RH-1 16S ribosomal RNA gene, partial sequence"	Garicola
ASV373	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Snodgrassella		"Uncultured bacterium clone HUSOE0I01BZVWB 16S ribosomal RNA gene, partial sequence"	Snodgrassella
ASV374	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus		"Micrococcus sp. strain GAMAL13 TSBA 16S ribosomal RNA gene, partial sequence"	Micrococcus
ASV375	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		"Uncultured bacterium clone A1107 16S ribosomal RNA gene, partial sequence"	Sphingomonas
ASV376	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus		"Streptomyces sp. strain LLAB-26 R2A 16S ribosomal RNA gene, partial sequence"	Paenibacillus
ASV377	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella	flavida	"Nakamurella sp. strain A3P061 16S ribosomal RNA gene, partial sequence"	Nakamurella
ASV378	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV379	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys		"Uncultured bacterium gene for 16S rRNA, partial sequence, clone: B0610D001_I20"	Labrys
ASV380	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV381	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium		"Microbacterium sp. strain T804 16S ribosomal RNA gene, partial sequence"	Microbacterium
ASV382	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1		"Clostridium sp. G060 gene for 16S ribosomal RNA, partial sequence"	Clostridium sensu stricto 1
ASV383	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Microspora stagnorum culture-collection SAG:51.86 mitochondrion, complete genome"	Family_Mitochondria
ASV384	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Family_JG30-KF-CM45		"Uncultured bacterium clone NT64b10_20882 16S ribosomal RNA gene, partial sequence"	Family_JG30-KF-CM45
ASV385	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia		"Uncultured bacterium clone 06430 16S ribosomal RNA gene, partial sequence"	Devosia
ASV386	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium		"Uncultured bacterium clone 16S(V3-V4)-810 16S ribosomal RNA gene, partial sequence"	Corynebacterium
ASV387	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus		"Paracoccus sp. strain 2R27 16S ribosomal RNA gene, partial sequence"	Paracoccus
ASV388	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Holodiscus discolor plastid, partial genome"	Order_Chloroplast
ASV389	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Zymobacter		"Uncultured bacterium clone 16S_rRNA_OTU_8114 16S ribosomal RNA gene, partial sequence"	Zymobacter
ASV390	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia		"Burkholderia sp. strain PSB3 16S ribosomal RNA gene, partial sequence"	Burkholderia-Caballeronia-Paraburkholderia
ASV391	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium		"Bradyrhizobium sp. strain IC-1E 16S ribosomal RNA gene, partial sequence"	Bradyrhizobium
ASV392	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus		"Uncultured organism clone ELU0026-T115-S-NIPCRAMgANa_000444 small subunit ribosomal RNA gene, partial sequence"	Enterococcus
ASV393	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus		"Bacillus sp. (in: Bacteria) strain P77 16S ribosomal RNA gene, partial sequence"	Solibacillus
ASV394	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV395	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		"Bacillus sp. (in: Bacteria) strain IC-1C2 16S ribosomal RNA gene, partial sequence"	Bacillus
ASV396	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV397	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia-Obesumbacterium		"Hafnia alvei strain P33 16S ribosomal RNA gene, partial sequence"	Hafnia-Obesumbacterium
ASV398	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		"Sphingomonas sp. LE-112 gene for 16S ribosomal RNA, partial sequence"	Sphingomonas
ASV399	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium		"Corynebacterium xerosis strain BP1 16S ribosomal RNA gene, partial sequence"	Corynebacterium
ASV400	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		"Pseudomonas laurentiana strain SeaQual_P_B70/W 16S ribosomal RNA gene, partial sequence"	Pseudomonas
ASV401	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Family_JG30-KF-CM45		"Uncultured bacterium clone nck203a02c1 16S ribosomal RNA gene, partial sequence"	Family_JG30-KF-CM45
ASV402	Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria		"Uncultured bacterium clone OTU_13598 16S ribosomal RNA gene, partial sequence"	Kingdom_Bacteria
ASV403	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella		"Uncultured bacterium clone CP_Otu631 16S ribosomal RNA gene, partial sequence"	Blastocatella
ASV404	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides		"Uncultured prokaryote clone 2789 16S ribosomal RNA gene, partial sequence"	Nocardioides
ASV405	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Family_Blastocatellaceae		"Uncultured Acidobacteria bacterium clone BGB.0060 16S ribosomal RNA gene, partial sequence"	Family_Blastocatellaceae
ASV406	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia		"Pseudonocardia alaniniphila strain AVVM03 16S ribosomal RNA gene, partial sequence"	Pseudonocardia
ASV407	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Chungangia		"Uncultured bacterium gene for 16S rRNA, partial sequence, clone: 12TCLN326"	Chungangia
ASV408	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"PREDICTED: Brassica rapa uncharacterized mitochondrial protein AtMg01280-like (LOC117125891), mRNA"	Family_Mitochondria
