Sample_ID	HH	Replicate	Colonization	"2,8-Dihydroxyquinoline"	Phenylalanine	Cysteine	Glycerol	Ornithine_1	Glutamic Acid	Taurine	Glycine	Succinic Acid	Norleucine	Proline	Lactic Acid	Alanine	Sarcosine	Valine	Urea	Pipecolic Acid	Threonine	B-Alanine	3-Amino-2-piperidone	Timonacic Acid	Malic Acid	Erythritol	Threitol	Aspartic Acid	5-Oxoproline	4-Aminobutanoic Acid	Unknown_11_73	"2,4-Di-tert-butylphenoxy"	Hydroxyproline	Ornithine_2	Citric Acid	Fructose	Glucose	Sorbitol	Glucitol	Asparagine	Unknown_16_62	Putrescine	Acetylglutamic Acid	Glycerol-3-phosphate_1	Glutamine	Phosphorylethanolamine	Glucose-6-phosphate	Inosine	Sucrose	Lactose	Isoleucine	Galactose	Tyrosine	Myo-Inositol_1	Gluconic Acid	Serine	Myo-Inositol_2	Glycerol-3-phosphate_2	Adenosine	Fumaric Acid	Unknown_6_94	Uracil	Phosphate	Methylmaleic Acid
73	5688	4	CL	0.881095575	0.312409583	0.169168891	0.827797112	-0.047346231	-0.221411524	-0.342807295	0.946585322	0.888235206	0.525678725	0.445341798	0.213432234	1.04339372	-0.389931967	0.594102696	-0.340746487	-0.59730685	0.349106023	-0.471577542	0.429059351	-0.210139435	-0.072083537	-0.863656826	-0.770661533	-0.925792533	-0.467274415	-0.190986658	-0.332009581	1.379024238	0.130818238	0.299160922	-0.123495567	1.255666348	2.054128352	0.547292264	1.559460591	0.013380791	-0.672983624	-0.769222119	-0.745424471	1.023933427	-0.696082126	0.52561936	2.930321538	-0.076470092	-0.259871814	0.610431683	1.502193481	2.60723244	1.199237448	-0.815089097	0.368870897	0.489845067	1.243927103	1.113243583	0.404338765	0.778109489	0.693913389	0.88972498	0.731045653	-0.421042119
74	6343	4	MD	0.344804095	1.088548255	-0.074502161	1.26941333	0.655471182	0.393474637	-0.422665318	1.318586464	0.768378061	-0.126041978	-0.049761496	-0.743422327	1.327060325	0.012649169	1.787969646	0.213516866	-0.635520868	1.411301094	0.710106229	0.223355325	-0.815970392	1.289038199	-0.103798576	0.012305411	0.420152921	0.062421319	0.920460247	-0.00521861	1.194290033	-0.402999775	1.583803091	1.902238051	-0.13525741	0.171229964	0.430028361	0.027953919	0.158597401	-0.044218131	0.029753695	0.087408332	1.447734099	0.098211044	0.912913625	-0.655697813	0.175897778	-0.42597368	1.093185635	0.71580065	0.448026336	2.739425094	-0.642407803	0.227357917	1.94247025	0.215545898	1.002213177	0.261753842	1.228936665	-0.261351334	1.25196829	0.20488128	-0.479331567
75	2781	4	MD	0.382894065	1.103671515	-0.246460775	0.808411112	0.589585696	-0.117783717	-0.427771161	0.686196868	0.180887155	0.525678725	0.498047159	-0.17307692	0.291996346	-0.306773742	0.84164028	-0.754940139	-0.47524608	0.451777312	0.024461208	0.00997416	-0.755163151	1.131148004	-0.163836152	-0.237895719	-0.104933441	-0.251332062	-0.230305983	-0.460067821	1.636264633	-0.565184568	0.429563945	-0.522899092	0.25625497	0.382953502	0.469728726	-0.005096529	-0.324346681	-0.073804164	0.92559403	-0.243725422	1.651197631	-0.256553814	0.229064563	0.192592025	-0.320819122	0.192156166	0.387530422	1.789371816	0.740310674	1.033803666	-0.891721115	1.091333882	0.843579336	0.503397208	0.261431706	0.788726868	-0.065798963	-0.296919828	0.161575927	-0.001563694	-0.478277282
76	5629	4	MD	0.39497572	-0.315644489	-1.354238125	0.751281882	0.192021208	-0.308517678	-0.487350038	0.187579966	-0.293259326	-0.126041978	-0.617208917	-0.640322497	-0.228750657	-0.563868037	-0.855082958	0.279033131	0.091384084	0.537427614	0.364362435	0.729213882	-1.33043463	-0.23079608	0.249155253	-0.253601958	-0.161284839	-0.37503311	-0.32542719	-0.161006953	1.330145991	-0.237687916	0.584332126	0.446214026	0.864031214	0.145009052	0.170349238	0.242307878	0.771676454	-0.075121857	-0.053401644	-0.568709294	-0.098287777	-0.27706284	1.681642045	-0.812074299	-0.509474954	0.270415537	-0.425165727	0.458394821	0.260293042	-0.409826088	-0.598703494	1.423010593	0.604923801	-0.595148982	-1.614606204	-1.159917083	0.406284851	-0.298294576	-0.384344826	0.236147799	-0.4786812
77	5531	4	MD	-0.201132508	0.054118626	-1.243063505	0.365153458	-0.102415179	-0.336021795	-0.509546571	-0.288392395	-0.200407309	-0.690866588	-0.422400027	-1.006126129	-0.660789389	-1.016371119	-0.814178941	-0.802419787	-0.554486846	0.762519257	-0.793976987	-1.223145152	-1.30948936	-0.896334218	-0.337106029	-0.31109001	-0.331377354	-0.558892215	-0.346544802	-1.050656471	1.006889888	-0.256000427	0.216909812	-0.345053751	0.416104108	0.159932026	-0.126722729	-0.011182569	-0.275200117	-0.411638845	-0.222593574	-0.537681157	0.297060241	-0.605691714	-0.276518962	0.379664008	-0.321693662	-0.101452017	0.457474581	0.380407113	0.21547468	0.774742614	-0.238163583	0.546427492	0.21865482	-0.243081851	0.509189924	-0.584312069	-0.166107759	-0.373087991	-0.376230853	0.223172301	-0.479178978
78	6606	4	MD	0.362234071	-0.889110592	-1.499162008	-0.057410866	-1.319422288	-1.472035765	-0.775412026	-1.43437061	-1.682473001	-0.126041978	-1.437646988	0.577565442	-1.305180841	-1.180844741	-0.841554352	-0.362190951	-0.505939307	-1.403952414	-1.503810757	-1.989477873	-1.590670039	-1.388020882	-0.553713384	-0.537251137	-1.215187376	-1.531669733	-1.624412825	-0.034126898	1.268512953	-0.02502697	-1.582749474	-1.389840304	-0.674700756	-0.716763245	-0.826242684	-0.888714358	-1.18163235	-1.515644452	-0.997262916	-1.943678073	-1.262984611	-1.445727405	-1.585741791	-0.751904362	-0.409201592	-0.229466257	-0.903888374	-0.49732527	-0.512831823	-0.571679207	-0.590911963	-0.458714351	-0.904360334	-1.437646481	-1.710555577	1.106924343	-0.771437754	-0.405360437	-2.099128961	0.974506118	-0.47733089
79		4	MD	-0.184212319	2.171171782	-0.958632264	0.831535058	-0.013066489	0.057374928	-0.254429953	0.348660833	-0.19239897	0.525678725	0.797712995	-0.211739159	-0.082670645	0.292690605	-0.547886838	0.562655465	0.126080272	0.601025597	-0.237645868	0.06977087	-0.974710714	0.483194913	2.31711435	2.143681197	0.282568397	-0.046524369	0.463572393	-0.467696556	1.515510014	0.253441178	0.481457175	-0.621138118	-0.142176915	0.539482971	0.591913004	0.870342697	-1.408092358	-0.634541855	-0.438029942	-0.497075571	-1.076759524	-0.626664666	0.734022385	0.622464876	0.06059487	-0.499091732	0.6015364	-1.294280597	1.089758193	2.201051913	-0.535692132	-1.008648668	-0.586996779	0.181366294	0.263672749	0.800131022	1.00137834	0.104757009	0.268687177	0.628781998	-0.478611411
80	5219	4	MD	0.86783548	0.270779407	-0.090147493	1.005285688	-0.050998105	-0.157627905	-0.33675728	0.676655147	0.139481735	1.286019545	0.285049986	0.329929937	0.398731715	-0.543687644	-0.672031887	-0.204221648	-0.227343827	1.041071133	-0.463532632	-1.001202519	-0.505358817	-0.258010204	0.554117448	-0.162762786	-0.271548163	-0.179363042	-0.248472069	-0.187408775	1.558739986	0.281047113	0.220057235	-0.32272188	-0.799557383	-0.533838046	-0.309170568	-0.36111032	-0.012909641	-0.685818384	-0.759447948	-0.660020621	0.575851183	-0.493360805	0.200702926	0.909804922	-0.461717293	-0.321679973	0.781050279	2.152908798	-0.152376545	0.988681817	0.065753206	-1.204333432	0.479688657	1.551162233	0.117566722	0.501001356	1.347097413	0.51700861	0.403347038	1.125335401	-0.47759949
81	6177	4	MD	0.468084834	0.043058587	-0.893468675	0.336106398	-0.291010725	-0.646837391	-0.542626467	0.106799449	-1.315711522	-1.185088121	-0.839985979	-0.968264266	-0.551005053	-0.546275496	-0.963134711	-0.467809727	-0.227599384	-0.2744973	0.099958146	-0.182803536	-1.056411631	-0.7299741	-0.067562449	-0.273153297	0.165636559	-0.384655192	-0.375012596	-0.735446905	0.823991588	0.138585788	-0.254789939	-0.410474982	-0.721600772	-0.421455411	-0.240069084	-0.692840736	-0.343188168	-0.662128362	-0.788971414	-0.69445183	-0.287014808	-0.637615076	-0.386765609	-0.852336322	-0.629684291	-0.474878225	-0.366205766	-0.536911109	-0.100056804	0.111573336	-0.048658742	-0.824669852	0.835653383	-0.334597932	0.394450559	-1.159734624	0.094818661	-0.016911259	-0.591436412	0.29136227	-0.47923803
82	4016	4	MD	0.405852337	-0.745965917	-0.849436597	1.399944945	-0.273718601	-0.564952914	-0.412916552	-0.606666512	-0.157406718	-0.126041978	0.47820933	-0.233755014	-0.679829286	-0.497930482	1.011405522	-0.509033401	-0.585813699	0.391978277	-0.317507395	-0.974350063	-1.041834263	-1.407718929	-0.507579014	-0.416183294	-0.255657467	-0.394995923	-0.891266433	-0.659042115	1.334754263	0.265820126	-0.339245969	-0.645460779	-1.034705635	-0.994243169	-0.700265539	-0.994373937	-0.330952761	-0.483783634	-0.995405035	-0.681312026	1.220503038	-0.536262598	-1.28114819	0.093640908	-0.389919862	-0.587124255	-0.235773217	0.781601945	-1.213151703	-0.01542485	-0.402159768	-1.175574023	-0.381824268	0.327873499	-0.015409861	-0.454453446	-0.85812974	0.077991151	-0.848361787	0.038195267	-0.478324224
83	6087	4	MD	0.163490814	0.091218045	-0.288750247	1.494204361	0.536665237	-0.370308344	-0.252041543	0.501134198	-0.561269667	0.525678725	0.324451468	0.130273058	-0.130763517	-0.386502115	-0.485007405	0.508768033	-0.197745831	1.251826903	0.330193225	-0.702962464	-0.930090321	-0.529689697	0.577121399	-0.476574967	-0.199188044	-0.052432074	-0.326330351	-0.263865303	1.310103864	0.190466009	1.166919035	0.070295669	0.552156942	0.001330075	0.855650438	0.46366228	-0.764050429	-0.145963248	-0.168630424	-0.124510686	0.308239315	-0.213832817	0.629361571	-0.506828938	0.265842513	-0.424822209	0.30783526	0.988780486	0.468549804	0.098173379	1.177428268	0.871328123	0.579515483	-0.05944537	0.404807369	-0.311670576	0.182124546	0.288147106	0.825797969	1.010522523	-0.429080893
85	5926	5	MD	-0.743693056	-0.032969009	-0.008244152	0.457895096	0.62367729	-0.474682764	-0.434663531	-0.441578387	-0.128626938	-0.690866588	0.13203442	-0.305584421	-0.288350226	0.100442579	0.302504512	-0.577481731	-0.225552287	-0.044325158	0.215711243	0.644406663	-0.108321882	-0.45570661	-0.776777504	-0.371677501	-0.620127767	-0.637309022	-0.558734018	-0.852051941	-1.018269834	-0.570826255	0.077378833	-0.833046244	2.784228172	2.721071747	0.738111286	1.405957195	-0.166212256	-0.64058484	3.123938336	-0.799978389	0.703361687	-0.460834884	0.124380401	-0.249908848	-0.610947476	0.885293358	0.258034174	0.176909077	1.130893185	-0.05703519	0.081892028	3.694248722	-0.390398056	-0.152920567	0.054827379	-1.172054658	-1.408461263	-0.736183599	-0.104419947	-0.826464006	-0.47943083
86	6829	5	MD	-0.939818631	-0.467690351	-0.420699001	1.143080639	-0.09472293	-0.434625688	-0.283237566	-1.054513894	-0.624110869	-1.185088121	-0.278982606	-1.377487437	-0.432722327	-0.447770566	0.597038854	-0.70737009	-0.447918501	-0.578402946	-0.643944384	-0.844118879	-0.573899746	-0.542054271	-0.843298994	-0.54104895	-0.537111479	-0.651774937	-0.809759034	-1.306221728	-1.406868158	-0.537768266	-0.86815328	-0.604053203	0.101800354	0.224635901	-0.318778646	-0.272398189	-0.279964982	-0.668128194	0.329445059	-0.631844365	0.230786445	-0.568994919	-0.93098591	-0.162493504	-0.364574734	-0.317657571	-0.061973685	-1.10209464	-0.175767282	0.893780621	-0.863504151	2.193700283	-0.720225665	-0.510380878	0.609707611	0.80090101	-1.516649386	-0.651404835	-0.811311227	-0.351669032	-0.480534964
88	5421	5	MD	-1.099208348	0.472931406	-0.333086887	-0.03836052	0.012938848	-0.638408289	-0.342752231	-0.570869908	-0.401961813	-0.126041978	-0.382918222	0.536041214	-0.282657056	-0.534070046	1.231211667	-0.702473391	0.123254373	-1.393427119	-0.578109707	-0.858415049	0.014540353	0.731428729	-0.807755703	-0.482807071	-0.888697562	-0.666938161	-0.341945756	-0.417582234	-0.893360746	-0.176534163	-0.410507922	-0.409992585	-0.527977333	-0.403358459	-0.227653951	-0.426322081	-0.484429857	-0.889418943	-0.168357265	-0.602474766	-0.12107736	-0.719473414	-0.964563937	0.449833814	-0.053730338	0.800676086	0.816283207	0.146445008	-0.183685796	0.499075869	-0.315426332	-1.188656389	-0.636771582	-0.798667449	-0.907722775	2.173476077	0.004470013	-0.377424584	-0.60709609	-0.464863469	-0.477941059
89	5882	5	MD	-0.369775387	0.895771905	-0.727470962	-0.130822309	-0.015550166	-0.747229793	-0.365344964	-0.967691929	-0.499815502	-0.126041978	-0.424699465	0.030309955	-0.715685027	-0.719222138	0.997144546	-1.125031308	-0.35481525	-0.229406564	-1.189178509	-0.777965067	-0.530889	-0.368703693	-0.934693456	-0.734069315	-0.759217732	-0.664031618	-0.859774159	-0.644852688	-1.010701302	-0.43575629	-0.606523525	-1.002262523	-0.693087523	-0.97402063	-0.373710213	-0.599000657	-0.132514209	-0.560116031	0.063337489	-0.558109515	0.013953542	-0.605828898	-1.49530655	0.244830446	-0.429565965	-0.415650087	-1.227490745	-0.66588381	-1.319050035	1.189401203	-0.539263052	-0.949562583	-0.583252385	-0.829808053	-1.798611589	2.400038301	-0.984846767	-0.497696088	-0.544964539	-0.099121622	-0.478185102
90	4944	5	MD	-0.855008073	-1.255277662	-0.897352688	0.066188855	-1.084014735	-1.281768674	-0.653649479	-1.500770461	-1.257496386	0.525678725	-1.034796161	0.576406632	-1.254982736	-0.984560384	-0.70155119	-1.086997832	-0.209663586	-1.133312323	-1.37161272	-0.292543578	-0.853299941	-0.610284053	-0.926048242	-0.886893334	-1.30709112	-1.293470264	-1.43153164	-0.554827084	-0.957847874	-0.186270786	-1.413904285	-1.377135427	-0.778818745	-0.824888605	-0.578223789	-0.49862803	-1.07199787	-1.210439215	-0.901935665	-1.387537044	-0.785716888	-1.228291135	-1.388345295	1.058225348	-0.837204833	-0.27960552	-0.84335448	-0.673159271	-0.80679655	-0.626629975	0.032263435	-1.226974551	-1.287898851	-1.351763091	-0.583812521	-0.866668289	-0.801798009	-0.55852089	-1.168789974	-0.404104928	-0.477666626
91	5873	5	MD	-1.13752149	-1.209596788	-0.752777194	-0.467197699	-0.744004845	-1.13037371	-0.484228331	-1.278015529	-0.893471668	-0.126041978	-0.983722344	0.153803932	-1.069004721	-0.898329154	-1.211948192	-1.184595308	-0.443073428	-1.131967578	-1.449585696	-1.250858902	-0.650727924	-0.512239102	-0.923607565	-0.970310787	-1.001178654	-1.143105702	-1.484103106	-0.947123851	-1.039568224	-0.193578609	-1.263200313	-1.279480911	-0.718667282	-1.022157939	-0.707579255	-0.857689064	-1.164935924	-0.9539898	-0.820081865	-1.388814288	-0.829598387	-1.07211852	-1.183527093	-0.048422917	-0.388353884	-0.483062294	-1.448008115	-0.897813676	-1.427789443	-0.724097701	-0.200709444	-1.315048632	-1.157861142	-1.11156856	-0.853453084	0.890531576	-1.243007661	-0.527985592	-0.746837037	-0.966511031	-0.478302825
92	5738	5	MD	-0.69444872	1.952658605	0.221930467	-0.050361413	0.979768965	0.628514028	0.129694009	0.664930556	-0.162998339	-0.690866588	0.450447262	-0.811621481	0.404854982	0.230370424	0.039524209	-0.632824132	1.212973302	1.443036095	0.991618331	0.098421654	-0.135504699	0.019228326	-0.679183707	-0.436951662	0.932462691	0.777108924	1.254829112	-0.649975129	-1.258294051	-0.319683204	-0.164031963	0.884784462	2.909495894	1.351181641	0.745834579	0.783576835	0.747751569	0.275781183	1.375669372	0.605192801	0.409233048	0.482629218	0.20554544	0.010029321	-0.224741136	1.393874163	0.47939221	0.790619138	1.288468764	1.310885912	1.384878615	-0.64441555	0.24697012	0.34820946	0.137051347	-0.374378514	-0.576116539	-0.113470058	-0.367303899	-0.404097613	-0.479840165
93	6368	5	MD	-0.936731344	-1.159579268	-0.883878104	-0.65236695	-1.480216278	-1.288774654	-0.608734583	-1.406613804	-1.479425404	-0.126041978	-1.226868386	-0.507641881	-1.302125992	-0.982823478	-0.806693829	-1.185731681	-0.232893134	-1.127694806	-1.485019095	-1.382494093	-0.506626207	-1.224695443	-0.994128285	-0.670859108	-1.32866939	-1.328415553	-1.435007744	-1.388059829	-1.21587824	-0.210066998	-2.262365929	-1.605292455	-0.995649648	-0.766600803	-0.606577737	-0.933794732	-1.408708264	-1.245991852	-0.95750682	-1.335774509	-1.236342907	-1.32104982	-1.61492513	0.721408372	-0.457471381	-0.4217888	-0.990295826	-1.014037186	-0.696909395	-0.953306388	0.066308618	-0.365737315	-1.257625233	-1.54927056	-1.525293073	0.699751255	-0.750873805	-0.467806215	-0.959809301	-0.414554144	-0.478830238
94	6768	5	MD	-1.004987367	-0.536827708	-0.260348969	0.31689378	-0.251468076	-0.468758729	-0.201496025	-0.631904363	-0.835094009	-0.690866588	-0.182336467	-1.007849493	-0.622126759	-0.291769459	-0.91003285	-0.546008597	-0.328382633	-0.720801349	-0.204792073	-0.751791518	-0.390588614	-0.728019097	-0.879973358	-0.427390226	0.063110814	-0.29830874	-0.109183152	-1.413218931	-1.457958034	-0.073931514	-0.659191001	0.547027493	-0.502149286	-0.630923101	-0.232426961	-0.64783226	-1.329478975	-0.831494405	-0.120510397	-0.494610337	-0.314801968	-0.592777305	-0.655865548	-0.084203461	-0.541051979	-0.187098956	-0.978986771	-0.612260899	-0.556750936	-0.228264021	-0.268757865	-0.882355559	-0.630819677	-0.585043161	-0.553538664	0.973923561	-0.750134157	-0.081256159	-0.648831686	-0.540492327	-0.480220576
95	7198	5	CL	-0.841661014	1.32048739	0.973482491	2.546771896	1.050026945	0.333972094	-0.141660131	1.643315136	0.111044688	-0.690866588	0.098964842	-0.827440623	0.174234345	1.418659156	-0.610545508	-0.701085022	0.688268444	1.088234571	1.002639367	0.459261823	0.356470574	0.178075997	-0.516238698	-0.080879284	0.929636366	0.505471567	0.434260997	-0.916889679	-1.26294383	-0.57836748	0.800319761	-0.377650892	-0.09977809	-0.565869688	0.44225985	-0.387762319	0.430586499	0.07834656	0.263024579	0.793481774	0.937814445	0.380862262	0.645634627	0.064745896	-0.403083998	-0.535849599	0.041934441	1.121512076	-0.808289816	1.192137271	0.305842948	1.326317961	2.404083821	0.088742544	0.245558551	-0.631591589	-0.113716633	-0.55288919	0.103329009	-0.152604395	-0.479774847
96	6158	5	CL	-0.851793522	0.430608607	0.008752421	1.338075113	0.580159388	0.400186744	-0.00870508	0.339305348	0.238989685	-0.690866588	0.209785964	-1.069356097	0.261158564	0.847160293	0.207718248	-0.737292534	-0.022286431	-0.374283296	0.494465975	-1.009359479	-0.188125953	-1.143493666	-0.507008116	-0.285132217	0.870004743	0.237459543	0.443331459	-1.330014823	-1.213309193	-0.536990368	-0.129226244	0.725843957	-0.219733307	-0.593825717	0.114899624	-0.428455669	0.760327289	-0.039449818	-0.754437009	0.61891228	0.176742111	0.09211492	0.945384876	-1.158609871	1.688342073	4.352296183	0.012457311	0.599352683	-0.89135668	0.874326496	1.18739584	-0.717890523	0.897192038	0.067892559	0.435495902	0.213826635	-0.874673248	-0.590024057	-0.173588643	-0.050876246	-0.48023507
97	5242	5	CL	-0.642295604	-0.098954436	0.381987311	0.800496239	1.23566372	0.72670687	0.190740168	0.657228941	0.637112053	0.525678725	1.017497267	-0.124498099	0.346055531	0.209333477	-0.937821258	-0.191816396	1.001249203	0.649619135	0.845219087	0.209203686	0.118581877	-0.401110814	-0.155854013	-0.22584038	1.356236017	1.307036704	0.658041646	-0.197657065	-0.833543945	-0.279503847	0.281624333	0.619920268	-0.818409948	-0.880546572	-0.174127726	-0.560973839	1.31008197	0.010940389	1.012219965	1.743192202	0.346314485	0.859278945	0.745108492	0.341950842	0.917416706	-0.235168803	-1.199861873	0.025350125	-1.284271434	-0.02888995	3.026963919	-1.124701121	-0.197507079	1.201776169	0.455996801	-1.305164632	0.469609264	-0.207127119	0.554054214	0.182507383	-0.478641912
98	4849	5	CL	-1.141168419	0.807597385	0.398518848	0.759268694	1.129825802	0.396308764	0.301324629	1.246699408	-0.212433533	-1.185088121	0.278887712	-1.222531655	0.590700849	0.834750493	-1.092227308	0.243739086	0.102719625	0.92001601	0.758270769	0.154298366	-0.144894148	-1.107028184	-0.051184663	-0.402892494	1.008565775	0.602957193	0.598832591	-0.97372363	-1.51794357	-0.402935947	0.532674488	-0.517902963	-0.10982224	0.006250089	0.607777351	0.268474884	0.525758794	-0.033421702	-0.547399745	0.148615171	0.722781874	0.286549328	0.225107955	-0.566738594	-0.324061517	-0.535589846	-0.426227177	0.495443336	-0.019512028	-0.037809073	0.430770349	0.656880808	1.321290031	1.168928325	1.053881066	-0.561914705	0.021124858	-0.251305835	1.123862116	-0.731317905	-0.480035576
99	6857	5	CL	-0.907061874	4.163354545	0.340884756	2.614324847	1.917572619	1.862678232	1.562196363	1.506742611	0.809885792	2.184604151	2.071586286	0.963933033	2.599838429	2.579729225	2.098909474	0.803046114	1.157218276	0.436063582	1.911270349	1.460964707	0.37442522	-0.226135037	0.142734512	0.172734146	3.331040629	1.590295806	2.104454005	0.17251585	-0.545569467	-0.245794443	0.914224495	2.553868954	0.177293941	-0.265378941	0.817215727	0.242445571	1.766273109	0.454716898	-0.685974372	1.514208386	0.37634405	0.902564167	0.826096115	-1.029609465	2.822922396	-0.548031102	0.206549529	0.457413765	-0.269066432	1.244618049	-0.033871404	0.64899785	2.594304291	1.672925967	1.26980696	0.454512931	1.514599434	0.25521192	0.940496236	-0.26758929	-0.477592128
100	6662	5	CL	-0.62513242	0.757621306	-0.511483907	1.985796326	0.064990473	-0.355505578	-0.120882321	0.675016106	-0.302503443	2.184604151	-0.210031602	1.195655295	-0.432064856	0.528027879	1.406831041	-0.256287217	0.114691274	-0.182109958	0.507552021	-0.199195164	-0.24807467	-0.547568948	-0.706355208	-0.334584715	0.057842272	-0.206282553	-0.317581078	-0.466777749	-0.547298524	0.010285825	-0.205939323	-0.869497968	-1.076504097	-1.020038012	-0.394142377	-0.884863704	-0.338115231	-0.358277984	0.95914537	-0.321669778	-0.359674298	-0.300558198	-0.172802383	0.351371828	-0.357827747	-0.570880665	-1.028568207	-0.470018771	-1.124235965	0.710560056	0.234058618	-0.483056758	0.765471933	-0.104254217	1.031850639	-0.948009634	0.32748992	-0.267302235	0.700299122	-0.944170735	-0.477112932
101	6573	5	CL	-0.843673283	-1.502249596	0.063610555	0.16315436	0.205100841	-0.389937578	-0.09625618	0.062252561	-0.2024919	-0.126041978	-0.39847393	-0.431832816	-0.304282732	0.214232737	-0.81709986	-0.445921981	0.451454401	-0.043880485	0.061864635	0.499757249	-0.15663535	-1.540605496	-0.382361179	-0.650755811	0.042605831	-0.069936691	-0.142506178	-0.68584417	-1.048207155	-0.194365089	-0.447573246	0.529917643	-0.465207782	-0.779282258	-0.156624296	-0.349248054	0.185025225	-0.559216847	-0.988217586	0.132125642	-0.292264236	-0.13026907	-0.101162543	-0.990360971	0.193750778	-0.571805913	-1.271328602	0.621013496	-0.821219869	-1.229316841	1.486656623	-0.141449618	-0.069468534	0.144380041	0.271538755	-0.089106055	-0.595904082	-0.145269626	0.316089852	-0.319271531	-0.202899102
102	5972	5	CL	-1.057235262	0.178838833	0.266814064	1.526925267	0.522328389	-0.02066622	0.013636269	0.09490352	-0.438337571	-0.690866588	0.004942562	-1.022118916	-0.346448177	0.338263837	-0.216511524	-0.284290306	0.13238815	-0.074957723	-0.114678669	-0.263783195	-0.480955599	-1.24255807	-0.383800001	-0.222974516	0.857370707	0.298087847	-0.506457184	-1.184656291	-1.219694021	0.117542814	-0.196412132	-0.571246423	-0.506104825	-0.83733326	-0.311827541	-0.544206143	0.373050118	-0.516574425	-0.323611281	0.139055476	0.527403026	-0.156810866	-0.072878369	0.468918638	0.136844796	-0.605035626	-0.571929474	0.545607919	-0.891643403	0.332860404	0.303668215	0.44763406	1.560773628	0.482359773	-0.167807023	-1.306420531	-0.707905068	0.010105613	-0.494377356	-0.254156181	-0.479725121
103	6451	5	CL	-0.977119187	2.64184146	0.041090264	4.364926125	1.149685993	0.802002671	0.740039291	1.299014195	0.237753535	0.525678725	0.583895158	0.758755514	1.109443627	3.534499075	0.76264434	-0.143739084	1.20875389	0.315747983	2.742264651	-0.044722511	-0.023030824	-0.836774668	-0.231457699	0.182881907	2.621545602	1.101445369	1.429570576	0.289236807	-0.714724328	0.061106639	0.498308154	0.938314467	1.3156855	0.944784949	0.797463326	0.787853827	1.2274229	-0.014069089	-0.913376597	0.373769103	-0.094682264	0.315577843	0.342854354	-1.09060742	0.837894379	-0.414512925	-0.41788936	0.197036479	1.435100884	0.684788756	-0.178118378	2.014438386	2.929856577	0.522390748	2.999177553	-0.383453755	0.039183654	0.653532345	0.663821757	-0.418837398	-0.477775498
104	4622	5	CL	-1.064674413	0.328436194	0.259373091	1.232190923	0.857792061	0.517789132	0.426271208	0.211098145	0.362215927	-0.126041978	1.78243635	0.063040118	0.695775926	1.740187929	0.697117899	-0.16111484	0.402273701	0.127246203	0.766934536	1.248891214	-0.093299802	-0.940748199	0.22942515	0.304095631	0.548773213	1.457966236	1.385008846	-0.074861595	-0.89322163	0.120676341	0.215488695	-0.64376677	-0.086603887	0.48420397	0.11290156	0.870864264	0.696201426	0.166375411	-0.543655554	-0.056233721	0.10198371	1.091981721	-0.919407543	-1.135681793	-0.085588845	-0.536621927	0.925698726	0.131287739	1.171281001	-1.081148503	-0.501605841	1.2238561	-0.664950836	0.418797003	3.02196121	0.943071167	0.047338621	0.563237167	0.497201811	-0.687845852	-0.261824603
106		6	MD	-1.291976428	1.04362396	0.658277989	-0.985961938	0.193753563	0.275862785	-0.189331658	-0.256064972	-0.009277661	0.525678725	-0.715907877	-0.632070451	0.606321201	0.950850325	-0.324794299	-0.272488551	-0.131650127	-0.275783341	0.087287504	0.200384725	0.553847115	2.43169172	0.296169124	-0.10077981	-0.48787195	0.174216077	0.295642627	-0.474293266	-1.626718843	-0.405637437	-0.747474273	0.321365887	-0.10587965	-0.15430185	0.0420852	-0.152692432	0.143268183	-0.073639274	-0.929360697	0.098743226	-0.213919686	0.61512175	-0.717429868	-0.554721369	0.007696443	-0.424555669	-0.084921582	-1.075455533	-0.244860183	-0.520678888	-0.200019928	0.84021411	-0.175674408	-0.178560631	0.321020806	-1.179548731	0.106792817	-0.388557496	-0.60825723	-0.508121049	-0.479315096
107	3279	6	MD	-0.852007405	0.455114913	0.67060135	-0.909595754	0.938211765	0.273791304	-0.355610585	-0.29182024	-0.315395782	2.184604151	-0.491102552	1.697266446	0.533358868	0.38512034	1.460059764	0.35501947	-0.441914731	0.498758667	0.210315132	0.567763279	-0.026633941	2.189121084	0.016042298	-0.487087009	-0.449617384	-0.24086735	0.414080459	1.067854174	-1.035290056	-0.25187954	0.988342946	0.698369707	1.995931244	2.113439301	0.007632496	-0.191452465	0.506700546	-0.398164485	0.927707431	0.35432941	0.630642856	0.006485158	0.250165448	0.468475377	0.097611917	1.297335417	1.254023565	0.605272486	2.448276735	0.403496605	-0.066145221	0.568117104	0.537765182	-0.590324163	-0.199536649	2.664689009	-0.003802523	-0.293234359	-2.32397982	-0.520561142	-0.476575383
