Sample_ID	Replicate	Injection	Colonization	HH	Propylene glycol	"2,3-Butanediol"	Lactic Acid	"2-Pyrrolidinone, 1-methy"	Alanine	Methylsuccinimide	Sarcosine	3-Pyridinol	Valine	Unknown 4.5703	Urea	Glycerol	Phosphate	Leucine	Isoleucine	Proline	Glycine	Succinic Acid	"Diethylene glycol, n-butyl ether"	Fumaric Acid	Serine	Unknown 6.94	Pipecolic Acid	para-Isopropylbenzoic Acid	Threonine	B-Alanine	3-Aminoisobutyric Acid	Timonacic Acid	Malic Acid	Threitol	Arabinofuranose	Erythritol	Tromethamine	Aspartic Acid	5-Oxoproline	3-Hydroxyproline	4-Aminobutanoic Acid	2-Oxoglutaric Acid	Ornithine	Glutamic Acid	Phenylalanine	Homocysteine	Taurine	"2,8-Dihydroxyquinoline"	Asparagine	Ribitol	Unknown 16.6246	Putrescine	Unknown 17.1507	Glycerol-3-phosphate	Glutamine	Phosphorylethanolamine	Methionine	Citric Acid	Galacto-Hexodialdose	Cadaverine	Unknown 19.5708	Adenine	Fructose	Gluconolactone	Glucose	Unknown 20.7569	Sorbitol	Glucitol	Tyrosine	Myo-inositol_1	Maltose	Altrose	Gluconic Acid	Galactose oxime	Myo-inositol_2	Uric Acid	Adenosine	Inosine	Sucrose	Lactose
57	3	10	CL	10608	1.582977139	-0.54369766	0.29295227	1.255816064	0.641443036	1.311104317	-0.13307081	-0.538364831	1.126905813	0.33707606	-0.857634539	-0.767392276	1.529121063	1.57082593	0.55895794	-1.139613026	-0.066818323	0.548166465	0.976466669	0.658198076	0.637222174	-0.168728742	-0.384289976	0.046270521	-0.499415608	1.336718394	-0.569574806	-0.378816697	0.429508813	-0.252232695	-0.597405561	-0.182177241	-0.267194875	2.164094766	1.561165996	-0.000587828	1.306871234	-1.153001388	0.711578943	1.208221105	0.403073447	1.174818079	0.17261056	0.123814473	0.810531501	-0.265576175	1.320709395	-0.278196766	0.716174596	-0.016868676	2.147931632	0.62124116	1.175722313	0.499351214	0.778248546	-0.479550552	0.992812343	-0.680117846	-0.363310113	-0.307032051	-0.186457734	1.050312847	-0.07207318	-0.117133103	0.525485024	-0.618150162	-0.148297095	0.162778446	-0.278856149	-0.308827211	0.428847149	0.474387075	1.274723652	-1.393962624	-0.210121419	-1.368555327
58	3	12	CL	8709	1.383759391	-0.323036197	-0.043544968	1.322670823	0.110863667	1.363796115	-0.879775926	-0.749428785	-0.122162336	0.042435091	-0.870548072	-0.593994148	0.321377779	0.404078093	0.902338173	0.069359081	0.768774526	-0.401176222	0.831703433	-0.048575362	0.759629117	-0.141628556	-0.4940944	-0.114436184	-0.158028074	-0.100912387	0.682907219	0.766978262	-0.544181733	-0.407485488	-0.604748237	-0.277059745	-0.245132131	0.337286289	0.229100905	-0.251634905	0.05115834	-0.421893206	0.612600456	0.824758572	1.378265004	0.437870748	-0.344011726	-0.45800668	0.894299126	0.094426465	0.124402279	0.139334019	0.288060783	0.108432978	0.617649688	1.271512816	0.399872182	0.050941126	-0.310847765	0.174205573	0.349818948	-0.597024805	-0.160681605	-0.172756697	0.008106949	1.276241066	-0.039862094	-0.403222702	0.817041982	-0.627682383	-0.017020843	0.176552376	-0.139873094	-0.181439222	0.289662289	0.183065813	0.783364023	-0.407023585	0.616661448	-0.5162682
59	3	14	CL	11751	0.192335986	-0.585288617	-0.0044422	0.180964164	-0.490209333	0.281152951	-0.594473228	-0.505005749	0.98771986	-0.774323422	-1.018290512	-0.822404182	0.227097378	1.488546901	-0.026570887	-0.996630426	-0.691221914	-0.505465073	0.444114156	0.501251483	0.106269355	0.28449904	-0.768889302	0.689715822	-1.422580097	0.972525293	0.365088029	-0.690599848	0.301869379	0.366429949	-0.615450509	0.505160071	-0.245696141	0.578830549	0.281102377	-0.817136361	0.486945457	-0.263624374	-0.64620664	-0.319053449	0.648938014	-0.282331627	-0.098349221	0.348009394	-0.221017636	0.596720122	-0.126814311	-0.480837878	0.106623939	-0.912769405	0.471770527	-0.278035329	-0.13957644	0.23301738	1.235773331	-0.601728428	-0.185375933	-0.59543768	-0.465487145	-0.429617889	-0.392161435	0.331570842	-0.009784196	-0.381374669	0.108788694	-0.798201327	-0.371204101	-0.476207007	-0.398919414	-0.291091572	0.068398009	0.461081758	0.833230659	-0.284680969	1.712626646	-0.336107047
60	3	16	CL	10042	-0.433844234	-0.349034428	0.121942016	-0.276939938	-0.739431183	-0.235913892	-1.232097764	-0.841225345	0.752830947	-0.077603901	-1.07743079	-0.473639933	0.589176322	0.677188045	-0.736860965	-1.435468682	-1.528574541	-1.161087956	-0.303651679	-0.268085929	-0.445976678	-0.414404916	-0.661291153	0.287689795	-1.05106427	-0.501358568	-0.959271747	-0.896984667	-0.478231609	-1.127408743	1.302065065	-0.666909458	-0.256171684	-0.510111956	0.037662887	-1.174679457	-0.817123838	-1.577292756	-0.354800596	-1.268810019	-0.31825184	-0.255431259	-0.533307361	0.362796717	-0.243515871	0.301049057	0.378601493	-0.648680933	-0.420599866	-0.94235241	0.454394856	-0.391127308	-0.364800773	-0.96634841	4.155285903	-1.022961847	-0.446245602	-0.599375278	0.883118052	1.342369135	1.390047531	1.511255989	-0.145292249	0.073707017	-0.217037008	-0.942395419	1.346435924	0.808372622	1.227991098	1.095859323	-0.708316051	0.369939607	-0.823358746	-1.296265524	0.485354087	-1.160154594
61	3	18	CL	6826	0.673579208	-0.717417883	0.069656375	0.829154474	-1.281308292	0.819516792	-1.00123076	-0.849849969	-0.57442553	-0.775249957	-0.94939674	-0.592230857	-0.238561448	-1.041836947	-1.359015308	-0.841055122	-1.777541095	-0.160447168	0.821885586	1.644867498	-1.663518343	-0.516351746	-0.219272977	-0.068425677	-1.361128798	-0.858435512	1.499568842	-1.061561539	0.261973044	-1.104546319	-0.570707071	-0.81587158	-0.287225538	-0.816393345	-0.404367203	-0.34918209	-0.680854269	-0.48363004	-1.01008363	-0.599884293	-1.368275352	-1.089026661	-0.202433651	-0.197128574	-0.606469792	-0.893192323	-0.624940691	-0.936083689	-1.206495488	-1.158267393	-0.38084211	-0.89167638	-1.064212646	-0.9272342	-0.323067929	-0.73184866	-0.948308865	0.404843657	-0.620119052	-0.362445345	-0.42379363	0.472777812	-0.264345434	-0.652131731	-1.222590692	-0.572059339	-0.334956551	-0.633657031	-0.366258676	-0.289729986	-0.744978257	0.323250904	-0.819299984	-1.536226059	0.334700975	-0.905758093
62	3	20	CL	9193	0.917385536	-0.274784605	0.009075233	1.28086875	-0.358149254	1.242720022	-1.173823237	-0.789747085	-0.112061631	-0.601384479	-1.051716556	-0.858891043	-0.180230978	0.294497742	-0.47674352	-1.289089117	-1.316691367	-0.737379956	1.509146843	-0.6208796	-0.806196212	0.715378781	-0.59494192	-0.177507228	-0.94652546	-0.99941732	-0.514074093	-0.819292808	-0.79576996	-0.850174114	-0.58497763	-0.614429963	-0.274422873	-1.005902233	-0.364147088	-1.170722363	-0.778320044	-0.683888935	-0.9093729	-1.19498878	-0.572892629	-0.686508266	-0.272426303	-0.108684437	-0.58160923	-0.304046512	-0.416596527	-1.011150376	-1.396920084	-0.857924236	-0.100868938	-0.714609224	-0.599341421	-1.174820972	-0.487063855	-0.956387633	-0.915388448	0.071407383	-0.418322347	-0.32299968	-0.318064804	0.688828596	-0.187807312	0.207878388	-0.669939671	-0.993890622	-0.336745508	-0.594941349	-0.33022514	-0.221992916	-0.990442759	0.574005911	2.000912836	-0.92172002	0.2041147	-0.559101385
64	4	1	CL		0.204790678	0.550226934	0.245283489	-0.067830849	0.380090806	-0.082171315	-0.770225991	-0.865104111	0.033448145	-0.195983839	-0.959268055	1.003260295	0.825473604	0.451896064	0.827746098	0.159327946	0.298926565	-0.441002704	0.332088815	0.322868497	0.354407316	-1.130425699	-0.235308679	1.787372085	0.086550648	0.524250198	-1.117054333	-0.707513179	0.124893985	0.144598879	-0.526027231	0.138113981	0.188555662	-0.161725446	-0.069268659	0.042371234	0.081675621	-0.917389173	-0.16784926	0.891146943	-0.287401412	1.355838477	-0.498232802	0.181440651	0.575863332	-0.744638147	-0.885188439	-0.516543816	-0.460299288	0.251487797	-0.446025245	-0.127629603	-0.359833362	0.156992589	-0.342618605	-0.760214436	-0.147737498	0.496768772	-0.880491145	-0.578386703	-0.749878004	0.081293519	-0.185070535	-0.284029014	-0.608700302	1.339085134	-0.5609891	-0.311682487	-0.554492633	-0.554030362	0.148848487	0.143184383	-0.901679579	-0.639304095	-0.930709093	0.45250977
65	4	3	CL	8905	-0.431734845	-0.67333447	1.130233537	-0.583849054	0.436518971	-0.472285595	-0.426860369	-0.616397056	0.913912229	-0.09800825	0.162562601	1.620285648	0.457877668	0.767465274	0.435654924	0.447376976	0.578881812	-0.082313035	-0.313371986	0.200536242	0.974917857	-1.057605018	-0.365413348	0.74466401	0.198510766	2.202521093	-0.846524716	-0.564096042	-0.082667026	0.230179638	-0.171735771	0.093386796	0.350955303	-0.092954892	0.131947231	0.101884107	0.206335803	-0.428530973	0.559102584	-0.200361528	-0.323956931	1.238415662	-0.314619214	1.142122225	0.884590872	-0.603421254	-0.401860817	-0.149182198	0.096957965	-0.203111094	-0.049810157	-0.326174141	-0.222104153	1.006153909	-0.363436707	-0.088031103	-0.206569461	0.414655772	-0.55691987	-0.53739107	-0.563871267	0.538784837	-0.092674745	-0.352091255	-0.440238032	-0.569144304	-0.473816365	-0.116074573	-0.515892329	-0.490916078	-0.246979425	-0.111575843	-0.792536538	-0.191731363	-0.898336891	0.605611075
66	4	5	CL	9604	-1.185603833	-0.421937956	0.140900444	-0.954951246	-0.065773562	-0.871723844	-0.90377483	-0.29104307	-0.762056299	-0.186009115	-0.969540456	0.744012454	0.318267652	-0.524489741	-0.066195433	-0.293109536	-0.473364875	-0.306925808	-0.606546523	-0.252446768	0.131235622	-0.691956727	-0.188824416	1.565410284	-0.53396105	-0.2066243	-0.525710755	-0.999090501	-0.464929813	-0.219242463	-0.46161064	-0.003492254	0.349299354	-0.567789837	-0.657947882	0.395126783	-0.529308516	-0.438409493	0.028940343	-0.299469217	-1.05848266	1.427020131	0.005664345	1.06634687	0.30166877	-0.730438061	-0.965708173	-0.739909907	0.511256933	-0.312545676	-0.783815584	-0.365880343	-0.171496974	-0.588115087	-0.201555247	-0.678661517	-0.268405357	0.676798329	-0.358889881	-0.303038365	-0.162076745	1.377373677	-0.215931913	0.057395242	-1.222395144	-0.583880246	-0.212727112	0.123712201	-0.312880302	-0.30231735	-0.330903824	-0.411578318	-0.661635651	-0.755350133	-0.598536431	0.042701374
67	4	7	CL	6220	-0.971389281	0.429927403	-0.224824216	-0.717311118	0.656497637	-0.65269388	-0.782585338	-0.806418554	-0.984863385	-0.758610991	-1.028018023	0.148080672	-0.334440414	-0.589973409	2.072974854	0.431718905	-0.327849843	-0.793232414	-0.714186651	-0.783938288	0.053792431	0.163070426	-0.714936739	0.007185811	0.773807095	-0.917855512	0.175944589	-1.096747518	-0.882423383	-0.933268714	2.528301878	-1.157069248	0.393955882	-0.872622227	-0.233568796	0.494616064	-0.947976138	-1.391203204	-0.522452799	0.484936448	-0.177145313	0.370071299	-0.138158809	1.11400439	0.393821076	-0.900724656	-0.715351054	-0.933252961	-0.308116982	-0.758374993	-0.603720229	-0.801301237	-0.387177209	-0.687605135	-0.295350767	-0.932833887	-0.250835278	-0.582988009	0.029011007	-0.138117731	0.288627399	0.94629603	-0.239724481	-0.389281402	-0.036891402	-0.655350139	0.126706229	0.240422726	-0.21230075	-0.02746644	1.012334438	-0.942495232	0.265558141	-0.455129677	0.334125915	-0.47585816
68	4	9	CL	7136	0.605369675	-0.378170197	-0.23823494	0.285588547	0.783684624	0.342057018	-0.068735069	-0.491061046	1.714737008	0.769470657	-0.92147873	0.207445776	1.219530093	2.841352779	1.972700905	1.368473351	1.604463042	0.178163473	0.112653167	-0.378204058	1.75556343	-0.900047225	0.790309417	0.269334503	1.561878387	1.937689202	-0.366951085	-0.938567572	0.045485194	-0.561608051	-0.414352493	-0.148653929	0.382732827	0.430765777	0.362275991	0.366939517	1.300129513	-0.29981797	1.833208901	1.67480761	-1.520444134	2.708554704	-0.075542412	0.208612407	0.852506318	-0.95053982	0.22707526	0.681734743	1.884488517	0.584940731	0.103090749	1.088033815	2.10505148	1.25466861	-0.647006984	-0.024238432	2.015026259	1.183151741	-0.668344859	-0.465773147	-0.630347758	0.37516881	-0.242010141	-0.681426068	-0.163906842	3.292341086	-0.478360151	-0.073866182	-0.445197507	-0.514843231	-0.918716325	0.132293383	0.573299028	-0.742908072	-0.464597958	0.921531756
69	4	11	CL	8522	-0.164717997	-1.041579917	-0.540981293	-0.143065619	0.393093997	-0.022566605	-0.705525995	-0.932986978	-0.013572382	-0.084367433	-0.31555391	-0.298475327	-0.071189049	0.621379926	1.35401785	0.895711553	0.148118191	-0.782906519	0.258303085	0.098379647	0.485104701	-0.457210408	-0.721608466	1.383235884	0.690287315	-0.283470244	-0.742785076	-1.061570053	0.070785237	-0.741215569	-0.049281914	-1.157113265	0.387429011	-0.430037321	-0.342243602	-0.5459984	-0.348700466	0.924638822	0.956218969	1.101257355	-0.215275992	1.295991733	-0.39059804	1.081879292	0.928752473	-0.667249099	-0.581784746	-0.339031496	0.196075702	-0.012084091	-0.63968564	-0.462800972	0.356609505	0.490034855	-0.076596113	-0.224865018	0.314443214	-0.584741228	-0.524898894	-0.418570318	-0.427560672	1.159133405	-0.199206314	-0.416421995	-0.412572851	-0.458902184	-0.340926852	-0.119017049	-0.392425747	-0.386714267	0.514812168	-1.077114217	-0.817326443	-1.902420531	-0.580388336	0.27209007
70	4	13	CL	7496	-0.987039398	-0.630729875	-0.185025184	-0.687096598	0.072883043	-0.621142088	-0.746093364	-0.782346202	0.272768252	-0.706972352	-0.307186201	-0.172160869	-0.393349064	0.503177429	0.179849326	-0.035813105	-1.131448815	-1.299384587	-0.893520641	-0.852770437	-0.498401297	0.197686267	-0.600947004	-0.432059446	0.144713398	-0.301402453	-0.163193227	-1.119479495	-0.986474912	-0.651366759	-0.508086674	-0.900814243	0.412709559	-0.383168934	-0.414845717	-0.429868084	-0.420384145	-1.167845001	-0.471771052	0.420095047	-0.601742358	0.148249732	0.041012178	0.256581332	-0.742001813	-0.774800671	-0.910092342	-0.917629587	0.059780925	-0.827634079	-0.898145565	-0.978735766	-0.109247798	-0.462781391	-0.024123334	-1.026211389	-0.336440332	-0.59051874	0.134124469	-0.015031422	0.281302225	1.409675855	-0.311717736	-0.595828417	-0.406735333	-0.573801319	0.074916234	-0.097537339	-0.132776024	0.038520283	-0.120531337	-0.665747598	2.031435755	-1.277289486	0.437344361	-0.439886348
71	4	15	CL	7428	-0.54870179	-0.618613259	-0.483420035	-0.067014998	0.447637427	-0.047845727	-0.651336957	-0.911206582	-0.127057376	-0.792080381	-0.330837934	0.559586187	0.088220981	-0.52840485	1.589587578	0.394895797	-0.695155215	-0.461929268	-0.104094659	-0.063599741	-0.109301822	1.421944848	-0.666037769	-0.678245698	0.339347131	-0.03958689	-0.39258658	-0.857982373	-0.71810929	-1.189362575	-0.446973304	-0.862057917	0.373490137	-0.959994001	-0.57777042	-0.917899157	-0.821039994	0.687930253	-0.886857075	0.774836596	-0.15631429	-0.524871149	0.303333958	0.67686807	-0.837432007	-0.982712651	-1.179487985	-1.05949244	-0.57771869	-0.823561719	-1.116145162	-1.114129357	-0.604304958	-0.709847031	2.849455817	-1.150061595	-0.420168807	0.224905731	0.467993834	-0.275964922	0.526211947	1.027907765	-0.160451133	0.643728845	-0.200207308	-0.866222185	0.243075577	-0.191518832	-0.289241318	0.314011657	0.471437817	-0.720118188	-0.370251311	-0.31599853	1.613397535	-0.144171908
72	4	17	CL	7356	-0.462187177	0.488535242	-0.155571937	-0.584544847	0.126300709	-0.514800749	-1.09609405	-0.655373502	-0.361059875	-0.32291774	-1.090024173	-0.369223563	-0.426753784	-0.35461926	0.14341762	-0.317537585	-0.475694964	-0.628333935	-0.207050186	-0.52694901	-0.069540873	0.109742508	-0.74874566	0.527897443	0.067825363	-0.494827346	-0.54615891	-0.997584943	-0.432767626	-0.80535375	-0.52906222	-1.15722234	0.447608412	-0.770532414	-0.561748923	-0.559367095	-0.802267869	-0.625715379	-0.128268393	-0.647334995	-0.681274347	0.662469329	-0.299745712	1.094796834	0.323215679	-0.557033515	-0.713513342	-0.800969002	-1.147849868	-0.319373024	-0.780643568	-0.562010207	-0.54110867	-0.733811933	0.145971169	-0.646255991	-0.435377244	-0.589085735	-1.059246556	-0.566168277	-0.908953827	0.221250325	-0.293286865	-0.67640277	-0.116559107	-0.361507151	-0.722810945	-0.715480004	-0.48456311	-0.568080676	-0.767840202	-0.428203372	2.139484614	-0.764740891	-0.932484358	-1.114434581
73	4	19	CL	5688	-0.882465114	-0.525960156	-0.162273539	-0.751120741	1.202055916	-0.637259346	-0.367204393	-0.767779382	0.688244046	-0.803178546	-0.37487897	0.579355098	0.427519865	0.945831578	1.86420423	1.115904742	0.130754262	-0.911988339	-0.733039501	0.070499001	0.48495337	1.900562795	-0.795911562	0.269126751	0.348230617	-0.542804002	-0.169153389	-1.01145884	-0.332401568	-1.077697278	0.428534678	-0.877176596	0.381510749	-0.051482738	-0.112477284	-0.421489036	-0.2281308	0.515098552	-0.241227136	1.48296931	0.881302375	0.406034834	0.518300484	1.244255145	-0.726304806	-0.774010974	-0.652615925	-0.77761812	0.666540336	-0.88091327	-0.651588815	-0.969804193	0.43470208	-0.523252551	0.509448183	-1.059491636	0.541303319	-0.584817874	2.653676496	0.773072586	3.1205633	2.355657992	-0.240577372	0.273308741	1.223472113	-0.858709083	2.96537309	1.567416121	0.407943037	3.430807768	0.301159759	-1.077131869	1.052952175	0.060619008	0.446197839	-0.081632645
74	4	2	MD	6343	-0.381075435	0.668609978	0.023450252	-0.215759379	-0.11247912	-0.236276383	-0.734805867	-0.155060013	1.905431053	0.591792997	0.799179251	2.737980024	0.12923351	1.188354532	1.0199485	-0.205185865	1.432003552	-0.256100017	-0.94491908	-0.30827152	1.145595667	-1.302214994	-0.859321962	0.662168162	1.915866342	0.444324803	-1.933693311	-0.929051492	-0.316980697	0.137491484	-0.236235412	0.125588052	0.322602614	0.387408462	0.123775123	-0.040208545	0.323364832	0.06010866	0.504729899	0.653501453	1.273220834	0.477909061	-0.79425369	0.230842109	0.691557574	-0.379217371	-0.50381006	1.358456508	-0.650961616	3.14906439	-0.017303466	1.581946202	0.032148495	1.803567954	-0.096741474	2.602287515	-0.474835011	-0.578356368	2.45124119	1.441031697	2.585006766	2.04850712	-0.086836955	-0.530049292	2.827396834	-0.886002738	2.895118562	6.468680006	1.121308958	0.729126138	0.610262519	-0.935028497	1.07683181	-0.909317119	1.961480814	1.826292694
75	4	4	MD	2781	-1.169676797	-0.347765779	0.070099049	-1.076791363	0.466962815	-1.053020307	0.180647204	-0.570895888	1.65788334	-0.693584113	-0.355481535	4.46392424	0.165212246	2.475415773	3.410100951	1.010765949	1.218120243	0.184866582	-1.147272454	-0.208511908	0.731819113	-0.573259179	-0.493609606	1.203632116	0.903990579	1.330077078	-0.267647425	0.503914525	-0.431640755	0.61151249	-0.515612865	0.246765343	0.294865816	1.015349068	0.482709199	0.819503563	1.35810613	0.462994819	0.353456808	1.759098352	1.124573048	1.780103134	0.127920346	0.459296319	0.180112845	0.046805594	-0.207388856	-0.582789902	0.930371696	-0.321356206	-0.130657983	-0.762684692	0.373237255	0.119254884	-0.44878773	-0.705763102	0.299178234	-0.046013208	-0.50523274	-0.376173716	-0.530746253	0.26638038	-0.049634376	-0.291226041	0.26842592	-0.844752055	-0.435589651	-0.152054891	-0.388684526	-0.447399581	1.088138371	-0.295883787	1.045932094	-0.054002091	-0.700801155	-0.034077257
76	4	6	MD	5629	0.415585454	-0.39534353	0.016646108	0.373042827	-0.019885369	0.366802591	-0.670915008	-0.663263295	-0.655295491	0.370639653	-0.074633676	2.448040693	0.20035699	0.935198492	0.751650676	-0.925243258	0.734994723	-0.805761436	0.392912229	-0.682395286	0.654147193	-0.940426665	0.088169417	-0.29843148	0.900572224	-0.258101182	-0.884628982	-0.900983052	-1.025581797	-0.094945014	-0.399118092	-0.498538073	0.399278819	0.229081279	0.856750529	1.779966687	0.515068704	-0.539942868	1.358000157	-0.094509868	-0.301514239	1.161335021	-0.39515121	0.717831395	1.510612951	0.343893259	1.07144615	-0.01788375	0.159046746	0.654114344	0.940884352	2.132525928	0.845744806	0.151744524	-0.542435403	0.584569683	0.4805219	3.282103834	-0.035049051	-0.158966475	-0.271059836	1.082391485	-0.109893447	0.407737367	-0.433181046	-0.488534518	-0.269476624	0.328789492	-0.222389947	-0.390174627	0.690271522	-0.34879541	-0.941095157	-0.89975518	-0.018807162	-0.647819
77	4	8	MD	5531	-0.176033561	-0.446963727	-0.178819097	0.230515753	-0.34613417	0.302876185	-1.445436786	-0.962427361	-0.754364728	-0.270436689	-0.638907325	0.319867651	-0.435498834	-0.419850063	-0.145760555	-0.869995134	-0.565333119	-1.023311086	0.840217451	-1.125708513	-0.499880361	-0.751213082	-0.832737979	0.270904465	0.22845397	-1.276333026	-1.37355404	-1.225382938	-1.342865008	-0.815163363	3.067562463	-1.157181894	0.437885228	-1.264196841	-0.830536573	-0.375842261	-1.099768731	-0.633253181	-0.479900128	-0.731854593	-0.401514673	-0.075210053	-0.230945782	0.75171643	-0.36784814	-0.65447923	-0.861981147	-1.014890464	-0.54444812	-0.302136213	-0.942820489	-0.794041738	-0.67295028	-1.066803748	-0.599158271	-1.163635629	-0.608085663	-0.031616298	-0.277411208	-0.285674768	-0.176834027	1.302132545	-0.266970151	-0.103952202	-0.249583791	-0.591169968	-0.179529483	0.007393701	-0.29139667	-0.290189443	-0.936863859	-1.077743757	-0.070281571	-0.642065597	-0.10262274	-0.652528305
79	4	12	MD		-0.976998776	-0.079104326	-0.177895868	-0.727453537	0.303036703	-0.684756871	0.80372139	-0.044653316	-0.462024204	0.157056467	1.054400822	0.32339709	0.659377739	-0.620242502	-1.235126764	0.458372126	-0.154944347	0.948700621	-0.643266317	2.204501903	-0.627058851	-0.047110788	0.322586217	-0.362303123	0.793113426	-0.348436643	-0.430059378	-1.118167235	1.704070498	1.716489906	-0.585566734	0.928484292	0.394774247	0.056055666	-0.939203282	-0.16687541	-0.414540467	-0.533545245	0.279295664	0.534759461	0.292266165	0.579908652	0.265334872	-0.28468751	-1.372016454	0.384720418	-1.356335578	0.087132846	-0.244624316	-1.056645273	-1.333019448	0.946169795	-0.259847867	-0.695867712	0.371612017	-0.527550574	-0.111988544	-0.589523304	1.427067373	0.320789479	1.364696641	2.052932793	0.07393646	0.002577426	0.055205971	-0.839984011	1.036321039	1.287911103	0.139529867	0.626506088	-1.230137684	-0.201922896	0.548202739	-1.203502041	0.975437679	1.65367586
80	4	14	MD	5219	1.823700495	-2.12274205	0.236493989	1.534027824	0.141645689	1.787179324	-0.891134694	-0.279491454	-0.567918535	-0.816310722	-0.409425762	0.566901021	-0.473631277	0.895084448	2.681950443	0.319689196	0.362733475	-0.19761662	1.147563752	0.059991662	-0.147970622	0.419830969	-0.099896724	-0.457225428	0.989831537	-0.518840496	-0.215363695	-0.85001948	-0.012292506	0.209352665	-0.519587973	-0.382160723	0.453544987	-0.849064241	-0.490331155	0.435062914	-0.780265028	-0.567587806	-0.662990033	0.394989243	0.645693591	0.157497208	-0.168200906	0.924205953	-0.379000753	-0.970560953	-0.960658262	-0.954399311	-0.38633993	-0.810986626	-0.960320956	-1.048094935	-0.176110919	-0.604228135	-0.17814833	-1.036082402	0.235793125	-0.588242086	-0.569754604	-0.634506242	-0.592867998	0.427244613	-0.21234335	-0.573464524	0.648021026	-0.244751543	-0.503723111	-0.515613483	-0.536715065	-0.404222835	1.440750405	-0.443145142	-0.144641629	-0.720239786	1.841004492	0.502794971
81	4	16	MD	6177	-0.898957152	-0.409548312	-0.061721199	-0.770653674	0.820532743	-0.66934848	-0.15764072	-0.547307574	-0.498585615	0.702574099	0.452220107	1.171100979	1.9477869	0.919652116	0.612535302	-0.894208505	0.612284091	-0.446598061	-0.159260252	-0.011661576	1.473719505	-0.684620313	-0.217724043	0.476246525	1.208775881	2.255208168	-0.113458003	-0.714930863	0.235860698	0.665668541	-0.371334736	0.102063766	0.567872234	3.117250036	1.770595642	4.326879841	1.566626394	0.151784245	2.226878165	0.213391467	0.135689107	3.198166204	-0.610154754	1.030470294	1.492636168	0.723958555	1.818008275	0.735915494	2.490246977	0.504802487	1.417366232	0.99844454	2.0341649	0.568440979	-0.65354161	1.185755083	2.197373403	-0.593927385	-0.913774574	-0.528325907	-0.818152826	0.510643844	-0.184323747	-0.709079157	-0.139405007	0.574121571	-0.619820783	-0.389846866	-0.454983505	-0.557030476	0.181706427	0.488907687	-0.81807976	-0.731071441	-0.923468867	-0.103711479
82	4	18	MD	4016	-1.015320232	0.308074575	-0.433110115	-0.885176764	0.34976203	-0.850139196	-0.841628475	-0.941196571	0.80987522	-0.485827697	-0.563219093	1.419072974	0.081862483	0.517653565	0.62582373	-0.067106569	-0.642348739	-1.509184994	-0.852522442	0.114842917	-0.51642024	0.407598138	-0.834727636	-0.664984127	0.495071334	-0.821271137	-1.202086729	-1.051700107	-0.110869901	-0.965411516	-0.548372072	-0.774493859	0.371724716	-1.012639578	-0.521085527	-0.659503931	-1.106227272	-0.939349946	0.215765182	-0.775257707	-0.638545028	1.071758488	-0.206454164	-0.096357728	-0.236968959	-0.774541202	-0.799964159	-0.868492414	0.273811134	-0.339386855	-0.670548862	-1.015617898	-0.093937235	-0.81674933	-0.665996438	-1.110376244	-0.044180657	-0.591983924	-1.058542791	-0.553562229	-0.867323948	-0.032289968	-0.293193505	-0.672108632	-0.242909761	-0.577577624	-0.719248895	-0.683826547	-0.540002922	-0.544687739	-0.455372486	-0.855510553	0.94083895	-0.396286969	-0.902178834	-1.063637574
83	4	20	MD	6087	-0.165799979	-0.248069328	-0.004710054	-0.195915579	0.126481518	-0.137159994	-0.765576541	-0.503508171	-0.414695897	-0.316516128	0.388097527	2.651607185	0.30582154	-0.036304894	0.738877076	-0.379436266	0.27738533	-0.706329009	0.373620659	0.562763048	0.451724411	0.420810253	-0.2612071	-0.042954423	1.532917406	-0.044991589	-0.39594674	-1.177869158	0.155227492	0.00792324	-0.219457898	-0.247243642	0.415468419	-1.045598369	0.247488238	0.873297946	-0.378441564	-0.242720407	0.024729097	-0.856952766	-0.51917259	1.31530576	0.051814415	1.087595555	1.051374186	-0.428451585	0.013763001	-0.515965403	0.401273372	-0.326110993	0.136709178	-0.078058897	0.084029082	-0.315898516	-0.546086551	-0.251601093	0.308154373	0.679082165	-0.590336159	-0.539071106	-0.694685893	0.824085595	-0.162799824	-0.126358916	-0.559420693	0.398975195	-0.626441598	-0.570725256	-0.501613088	-0.463855283	-0.289474629	0.027816029	0.404073752	-0.586736832	-0.868572416	-0.547817255
